"","X","idno","agea","gndr","hinctnta","hlthhmp","medtrun","fltsd","cldgng","fltdpr","slprl","cgtsmok","alcfreq","dosprt","ctrlife"
"1213",1263,77052,26,1,3,3,2,2,1,1,2,3,2,7,8
"1214",1264,77088,36,2,2,1,2,2,3,2,4,4,6,0,7
"1215",1265,77110,68,1,77,3,2,1,1,1,1,4,7,3,8
"1216",1266,77151,75,1,88,1,2,2,3,3,2,4,3,0,5
"1217",1267,77176,77,1,4,2,2,1,1,1,2,4,1,7,6
"1218",1268,77177,48,2,8,2,2,1,1,1,2,4,4,2,8
"1219",1269,77180,50,2,77,3,1,1,1,1,4,1,7,0,5
"1220",1270,77215,38,1,8,3,2,1,1,1,1,6,1,7,4
"1221",1271,77229,18,2,10,3,2,4,2,2,3,5,3,2,8
"1222",1272,77239,47,1,77,3,2,1,1,1,2,6,7,3,8
"1223",1273,77255,84,1,1,3,1,1,2,1,3,6,3,7,8
"1224",1274,77281,75,2,88,3,2,1,1,1,1,5,4,3,6
"1225",1275,77317,48,1,4,1,1,4,4,4,3,6,6,0,1
"1226",1276,77323,90,1,3,3,2,1,1,1,1,6,2,4,7
"1227",1277,77331,82,1,1,1,2,1,2,2,2,2,1,0,7
"1228",1278,77360,64,2,5,3,2,2,2,1,1,6,5,0,10
"1229",1279,77440,33,2,7,3,2,1,1,1,1,2,3,3,7
"1230",1280,77449,89,1,77,2,2,1,2,1,3,6,7,0,5
"1231",1281,77519,40,1,77,3,2,1,1,1,1,6,7,3,8
"1232",1282,77522,73,1,9,1,2,4,3,4,4,6,7,0,0
"1233",1283,77534,36,2,10,3,1,1,2,1,1,5,4,7,6
"1234",1284,77561,44,2,3,3,2,1,1,1,2,4,7,3,2
"1235",1285,77593,36,2,1,1,1,3,3,3,4,6,3,1,4
"1236",1286,77596,41,1,77,3,2,1,1,1,1,4,4,0,7
"1237",1288,77603,48,2,77,3,1,2,1,1,4,6,6,3,10
"1238",1289,77640,53,2,77,3,2,2,3,1,3,6,7,2,7
"1239",1290,77643,69,1,77,2,2,2,1,1,3,6,3,0,8
"1240",1291,77697,24,1,5,2,2,1,2,2,2,2,7,6,7
"1241",1292,77710,56,2,8,3,2,1,1,2,2,6,7,4,7
"1242",1293,77711,26,2,10,3,2,1,1,1,2,6,3,6,7
"1243",1294,77749,49,1,7,3,1,2,1,1,3,6,2,5,4
"1244",1295,77786,63,2,5,2,1,1,1,2,1,4,3,1,7
"1245",1296,77788,78,2,5,3,2,2,3,1,4,4,2,3,7
"1246",1297,77823,50,1,77,3,2,2,2,2,2,6,3,5,4
"1247",1298,77879,54,2,1,3,1,2,1,1,3,4,3,0,7
"1248",1300,77917,87,1,77,1,2,1,1,1,1,5,7,0,7
"1249",1301,77929,57,1,8,3,2,2,2,1,2,1,1,0,7
"1250",1302,77936,59,2,10,2,1,2,2,1,3,4,4,2,3
"1251",1303,77955,81,1,3,1,2,1,4,1,1,4,3,0,6
"1252",1304,77960,70,2,88,3,2,1,1,1,1,6,7,7,10
"1253",1305,77972,43,2,2,1,2,2,2,2,2,2,7,7,3
"1254",1306,78010,52,1,2,1,1,2,3,2,3,1,1,0,7
"1255",1307,78042,73,2,1,1,2,1,2,1,1,1,7,0,5
"1257",1309,78089,37,1,3,3,2,1,1,1,1,1,6,5,10
"1258",1310,78095,29,2,77,2,2,2,2,2,4,4,2,7,3
"1259",1313,78156,38,2,2,3,2,1,1,1,1,2,3,0,9
"1260",1314,78158,69,2,7,3,2,1,1,1,2,6,4,5,8
"1261",1315,78218,55,1,77,2,2,1,1,2,1,6,7,0,9
"1262",1316,78243,73,2,2,2,2,1,2,1,2,6,3,1,5
"1263",1317,78250,73,2,4,3,2,2,2,1,1,1,2,2,8
"1264",1318,78259,72,1,7,3,2,2,1,1,2,6,4,3,9
"1265",1319,78267,28,2,5,1,1,3,3,3,4,2,5,4,6
"1266",1320,78309,90,2,88,3,2,1,4,1,2,6,7,3,6
"1267",1321,78313,30,1,5,3,2,1,1,1,2,2,5,3,8
"1268",1322,78319,80,2,88,3,2,2,2,2,2,4,2,7,5
"1269",1323,78337,49,1,3,3,2,1,1,1,2,2,7,3,7
"1270",1324,78338,38,1,10,3,2,1,1,1,1,6,3,1,6
"1271",1325,78342,62,1,8,1,2,1,2,2,3,6,2,7,7
"1272",1326,78411,26,1,5,3,2,2,2,2,2,3,2,6,7
"1273",1327,78424,60,1,6,1,1,2,3,2,3,4,3,0,7
"1274",1328,78431,82,1,77,3,2,2,2,2,2,4,2,2,7
"1275",1329,78471,53,2,10,3,2,1,1,1,2,4,2,7,8
"1276",1330,78505,45,1,2,3,2,1,1,1,1,2,7,4,8
"1278",1332,78546,23,1,4,3,1,1,1,1,2,3,2,5,9
"1279",1333,78563,34,1,88,3,2,1,1,1,1,6,7,1,7
"1280",1334,78581,73,1,88,2,2,2,1,1,3,6,7,4,8
"1281",1335,78607,84,2,5,2,1,2,1,2,2,4,3,4,9
"1282",1336,78665,69,1,77,2,2,2,2,2,2,6,7,4,6
"1283",1337,78671,16,2,8,3,2,2,2,1,3,5,4,5,6
"1284",1338,78676,70,1,77,2,2,2,2,1,2,6,2,3,2
"1285",1339,78694,27,2,8,3,2,4,4,1,1,6,4,4,7
"1286",1340,78708,43,2,10,3,2,2,1,2,1,6,2,2,8
"1287",1341,78712,77,1,88,2,2,2,1,1,1,4,3,0,7
"1288",1342,78743,84,2,1,3,2,1,1,1,2,6,3,7,7
"1289",1344,78800,60,2,88,2,1,1,1,1,4,6,2,0,10
"1290",1345,78804,86,1,1,3,2,2,1,1,1,4,7,5,7
"1291",1346,78815,46,1,9,3,1,2,1,2,2,5,6,5,7
"1292",1347,78817,25,2,77,3,2,2,2,1,4,4,7,0,5
"1293",1348,78852,90,2,88,3,2,1,1,1,4,4,7,0,7
"1294",1349,78857,48,2,3,3,1,1,2,1,1,6,6,1,7
"1295",1350,78913,70,2,7,3,2,1,2,1,4,3,2,0,0
"1296",1351,78919,31,1,9,1,2,2,2,2,1,5,2,0,8
"1297",1352,78944,80,1,2,2,2,1,1,1,1,2,1,7,3
"1298",1353,78946,75,2,77,3,2,1,1,1,2,6,7,3,7
"1299",1355,78986,76,2,3,3,2,2,2,1,1,6,3,7,10
"1300",1356,79011,27,2,4,2,1,2,2,1,2,4,5,7,4
"1301",1357,79097,70,1,5,3,2,1,1,1,3,5,2,7,8
"1302",1358,79105,25,1,8,3,2,1,1,1,1,6,7,6,10
"1303",1359,79132,26,2,4,1,1,1,1,2,1,2,7,3,0
"1304",1360,79149,37,1,77,3,2,2,1,1,1,4,2,7,8
"1305",1361,79153,76,2,2,3,1,2,3,1,2,6,6,0,3
"1306",1362,79181,34,1,6,3,2,2,1,2,1,6,5,1,4
"1307",1363,79217,36,1,10,3,8,1,1,1,1,4,2,5,9
"1308",1364,79241,32,2,1,2,2,3,3,2,3,1,5,5,2
"1309",1365,79268,50,1,77,3,2,1,2,1,1,6,3,4,7
"1310",1366,79276,65,2,4,2,2,2,2,1,3,6,2,3,5
"1311",1367,79278,40,2,10,3,2,1,1,1,1,6,4,4,9
"1312",1368,79331,62,1,6,1,1,1,1,1,1,6,3,0,8
"1313",1369,79367,70,2,1,1,2,2,4,3,2,1,7,0,0
"1314",1370,79420,66,2,77,3,1,2,2,1,2,6,3,3,4
"1315",1371,79454,20,1,5,1,2,4,4,4,4,2,5,1,4
"1316",1372,79455,74,1,77,3,2,2,1,1,2,6,1,4,8
"1317",1373,79463,30,2,8,2,2,2,2,2,2,6,7,7,5
"1318",1374,79464,28,2,77,3,2,2,2,1,2,6,3,3,10
"1319",1375,79486,81,1,4,2,2,2,1,2,4,6,1,0,7
"1320",1376,79513,65,1,4,1,2,1,2,2,1,6,7,0,5
"1321",1378,79554,47,1,10,3,1,1,1,1,2,4,2,4,8
"1322",1379,79575,55,2,4,3,2,1,1,1,2,6,4,1,7
"1323",1380,79630,83,1,77,2,2,3,1,2,2,6,6,0,6
"1324",1381,79689,61,2,10,3,2,2,1,1,2,6,2,7,8
"1325",1382,79703,69,1,7,3,2,2,2,2,1,6,2,3,8
"1326",1383,79713,34,1,2,1,2,3,4,4,4,4,4,0,6
"1327",1384,79742,37,1,10,3,2,1,2,1,1,4,2,2,8
"1328",1385,79752,55,1,4,3,2,2,1,1,2,6,7,7,5
"1329",1386,79763,61,2,3,3,2,2,2,1,1,6,1,3,7
"1330",1387,79774,32,1,6,2,2,2,2,2,3,4,5,7,7
"1331",1388,79792,24,2,77,3,1,2,1,1,1,3,3,3,7
"1332",1389,79812,66,2,9,1,2,2,2,1,3,6,2,2,8
"1333",1390,79816,50,2,2,2,2,2,2,1,3,1,7,7,7
"1334",1391,79853,54,1,5,3,2,1,1,1,1,1,1,7,8
"1335",1392,79896,34,1,7,3,2,2,2,1,2,4,4,3,4
"1336",1393,79899,46,2,7,2,1,2,2,1,2,3,3,7,7
"1337",1394,79928,62,2,6,3,2,2,2,1,4,4,3,2,7
"1338",1395,79936,47,2,1,2,2,1,2,3,2,4,7,0,7
"1339",1396,79948,50,1,77,1,2,3,2,4,3,1,7,0,5
"1340",1397,80007,67,1,3,3,2,1,1,1,1,6,2,7,6
"1341",1398,80013,60,1,2,2,1,2,2,2,2,2,6,0,8
"1342",1399,80033,39,1,6,3,2,1,2,1,3,5,3,2,6
"1343",1400,80050,82,1,2,3,2,1,1,1,1,4,2,0,5
"1344",1401,80068,68,2,2,1,1,4,4,4,3,1,7,0,3
"1345",1402,80106,19,1,88,3,2,1,2,1,1,6,7,4,5
"1346",1403,80161,72,2,7,3,2,1,1,1,1,6,5,7,7
"1347",1404,80170,58,2,6,3,1,2,1,1,1,4,7,4,6
"1348",1405,80192,72,2,5,3,1,1,2,1,1,6,4,5,6
"1349",1406,80203,63,2,10,3,2,1,2,1,2,2,2,7,8
"1350",1407,80222,73,1,7,2,2,1,1,1,1,4,2,7,4
"1351",1408,80224,65,2,3,3,2,2,1,1,2,5,6,4,8
"1352",1409,80225,53,2,77,3,2,1,2,1,1,6,5,0,8
"1353",1410,80248,51,2,8,3,2,1,3,2,2,4,3,1,5
"1354",1411,80249,36,1,4,3,2,1,2,1,2,6,3,2,7
"1355",1413,80354,35,2,7,3,2,1,1,1,3,4,6,2,8
"1356",1414,80364,77,2,77,1,1,3,3,3,4,6,7,0,2
"1357",1415,80391,39,1,6,2,1,2,1,1,2,4,2,7,6
"1358",1416,80409,60,1,9,3,2,1,1,1,2,5,2,7,6
"1359",1417,80455,66,2,77,3,2,2,1,1,2,4,3,1,8
"1360",1418,80465,63,2,3,3,2,1,1,1,2,4,4,7,5
"1361",1419,80470,44,2,77,3,2,1,3,1,2,2,2,7,10
"1362",1420,80487,83,2,77,2,2,2,2,2,2,6,7,2,9
"1363",1421,80489,52,2,3,3,2,1,1,1,2,6,7,7,7
"1364",1423,80525,21,2,2,3,2,3,3,2,2,6,7,7,9
"1365",1424,80536,29,2,1,1,2,2,3,3,1,6,1,7,6
"1366",1425,80581,55,2,1,3,2,2,1,1,1,3,7,7,2
"1367",1426,80638,90,1,88,1,2,1,1,1,1,4,4,0,10
"1368",1427,80703,68,1,3,2,2,2,1,2,4,4,7,7,9
"1369",1429,80723,65,2,2,3,2,2,1,1,2,6,6,7,10
"1370",1430,80770,65,1,5,3,2,1,2,1,1,6,3,1,5
"1371",1432,80821,37,1,77,3,1,2,2,1,1,4,6,0,2
"1372",1433,80832,61,1,77,3,2,2,2,1,1,1,3,4,9
"1373",1434,80846,78,1,1,3,1,2,2,2,3,5,5,7,7
"1374",1435,80847,51,1,7,3,2,1,2,1,1,4,7,0,8
"1375",1436,80870,60,1,3,3,2,1,1,1,1,6,3,5,8
"1376",1437,80875,81,2,3,1,2,1,1,2,1,2,7,0,9
"1377",1439,80887,74,1,88,2,2,2,2,2,1,1,6,0,8
"1378",1440,80907,67,1,3,2,1,1,1,2,1,6,7,7,8
"1379",1441,80938,58,1,8,3,2,2,1,1,2,4,1,7,8
"1381",1443,80991,80,1,5,3,2,2,1,1,1,6,1,7,9
"1382",1444,81088,71,2,77,3,2,1,1,1,1,6,7,4,8
"1383",1445,81109,71,2,5,2,2,1,1,1,1,4,7,7,8
"1384",1446,81114,48,1,2,1,2,2,2,2,2,4,3,1,2
"1385",1447,81188,60,1,77,2,2,2,2,2,2,1,4,7,10
"1386",1448,81208,76,1,3,3,1,2,2,1,1,6,2,0,10
"1387",1449,81257,81,2,1,2,2,2,2,2,1,4,7,0,3
"1388",1450,81271,45,2,10,3,2,1,1,1,1,6,2,3,8
"1389",1451,81286,27,2,4,3,1,2,1,1,2,6,7,4,7
"1390",1452,81317,87,2,1,2,2,2,1,1,2,6,7,5,9
"1391",1453,81340,17,1,2,3,2,1,1,1,1,4,7,3,10
"1392",1454,81345,44,2,1,2,2,4,2,1,3,1,1,0,4
"1393",1455,81373,45,1,8,3,2,1,1,1,2,6,2,4,9
"1394",1457,81443,24,2,77,3,2,1,1,1,1,6,7,5,7
"1395",1458,81584,81,2,1,3,2,1,2,1,1,4,6,3,0
"1396",1459,81595,49,1,10,3,2,1,1,1,1,6,7,4,9
"1397",1460,81600,72,2,77,3,2,1,1,1,2,6,3,7,8
"1398",1461,81644,46,1,5,1,2,2,2,2,1,1,4,7,2
"1399",1462,81653,53,2,3,2,2,1,1,1,1,6,7,3,5
"1400",1463,81655,36,1,77,3,2,1,1,1,1,4,2,5,7
"1401",1464,81658,28,1,88,3,2,1,1,1,2,4,7,7,10
"1402",1465,81741,41,2,4,1,1,1,2,1,1,6,4,7,5
"1403",1466,81747,74,1,2,3,2,2,2,2,3,6,7,3,6
"1404",1467,81760,48,1,4,2,2,2,2,2,2,2,1,7,9
"1405",1468,81776,73,1,1,1,1,2,2,2,2,6,6,0,7
"1406",1469,81796,30,2,1,3,2,1,1,1,1,6,6,7,10
"1407",1470,81797,63,1,10,3,1,1,1,1,1,4,4,2,8
"1408",1471,81802,40,1,7,2,2,3,4,2,3,6,2,0,3
"1409",1472,81812,42,2,3,3,1,4,2,1,2,4,4,3,8
"1410",1473,81818,47,1,5,3,1,2,1,3,1,4,3,5,4
"1411",1474,81825,34,2,3,3,1,2,3,2,3,1,4,7,0
"1412",1475,81827,44,1,1,1,1,2,4,2,2,4,6,0,2
"1413",1476,81866,66,1,77,3,2,2,2,1,1,1,2,0,8
"1414",1477,81873,49,2,7,2,2,2,1,1,1,6,3,3,6
"1415",1478,81904,44,2,8,3,2,2,1,2,3,6,6,7,3
"1416",1479,81910,67,1,1,2,2,2,2,2,2,2,7,0,5
"1417",1480,81917,45,2,9,3,2,2,2,1,2,5,3,7,6
"1418",1481,81928,24,1,77,3,2,1,1,1,1,6,4,5,7
"1419",1482,81931,40,1,10,3,2,1,1,1,1,6,4,3,8
"1420",1483,81952,31,2,88,3,2,2,2,2,2,6,7,0,10
"1421",1484,81974,63,1,88,2,2,1,1,1,3,4,4,2,7
"1422",1486,81979,25,2,7,3,2,2,1,2,3,6,2,3,7
"1423",1487,82016,53,1,10,3,2,1,1,1,1,6,6,3,7
"1424",1488,82022,80,2,3,2,2,2,2,1,3,6,6,0,8
"1425",1489,82024,58,2,7,2,2,1,1,1,3,6,6,3,9
"1426",1490,82087,53,1,2,1,2,3,3,3,4,5,2,0,8
"1427",1491,82104,72,2,77,3,1,2,2,4,2,4,6,0,5
"1428",1492,82109,89,2,3,3,2,2,1,1,2,6,5,4,3
"1429",1493,82188,20,1,77,3,2,2,1,2,1,6,4,7,7
"1430",1494,82196,41,2,10,1,2,1,1,1,3,6,5,0,2
"1431",1495,82229,43,1,10,3,1,1,1,1,1,3,2,2,7
"1432",1497,82277,90,2,8,1,2,2,2,2,2,6,1,0,8
"1433",1498,82286,65,1,3,2,2,1,1,1,1,4,3,3,9
"1434",1499,82338,63,1,6,2,2,2,1,1,2,6,2,7,9
"1435",1500,82352,34,1,1,3,1,2,3,3,2,3,4,3,8
"1436",1501,82377,55,1,9,3,1,3,4,3,3,4,2,7,0
"1437",1502,82396,58,1,4,2,2,2,1,1,2,6,4,2,7
"1438",1503,82415,34,1,77,3,2,3,4,1,1,3,6,4,9
"1439",1504,82467,51,1,2,3,2,2,2,1,2,1,1,0,5
"1440",1505,82486,31,2,8,3,2,1,2,2,3,5,4,2,8
"1441",1507,82489,50,2,5,3,2,1,1,1,1,6,2,0,7
"1442",1508,82506,59,1,6,3,2,2,2,2,1,1,4,7,7
"1443",1509,82513,63,2,10,3,2,2,2,3,3,6,7,7,5
"1444",1510,82533,45,1,2,3,2,2,2,1,2,6,7,1,7
"1445",1511,82556,66,1,2,3,2,2,2,1,2,6,4,3,6
"1446",1512,82650,79,1,8,2,2,1,2,1,1,4,2,0,8
"1447",1513,82693,26,2,3,2,2,2,2,2,3,1,6,7,5
"1448",1514,82701,66,1,2,3,2,2,1,1,1,6,4,3,5
"1449",1515,82720,45,1,3,2,2,3,2,3,3,1,7,3,7
"1450",1516,82747,71,2,4,2,1,1,1,1,2,4,7,2,8
"1451",1517,82836,76,2,77,3,2,1,1,1,1,6,7,2,8
"1452",1518,82856,54,2,1,2,2,2,1,1,3,6,2,3,0
"1453",1519,82879,42,2,3,3,2,1,1,1,2,4,7,7,7
"1454",1520,82908,51,2,2,3,2,2,2,4,3,1,1,0,5
"1455",1521,82936,38,2,10,3,2,1,1,1,1,1,2,7,6
"1456",1522,82945,72,1,2,2,2,1,2,1,3,6,7,5,9
"1457",1523,82962,76,2,8,3,2,1,1,1,2,6,7,1,10
"1458",1524,82963,45,1,10,3,2,2,1,1,2,4,2,3,8
"1459",1525,83007,34,1,1,1,1,2,2,3,3,1,6,7,8
"1460",1526,83030,44,1,8,3,2,1,1,1,1,6,4,5,10
"1461",1527,83067,23,1,1,3,1,1,2,2,1,1,7,7,10
"1462",1528,83119,69,2,4,3,2,1,1,1,2,4,4,2,8
"1463",1529,83124,73,2,6,3,2,1,1,1,1,6,7,7,9
"1464",1530,83126,39,1,10,3,1,2,2,1,1,6,3,5,8
"1465",1531,83137,59,2,1,3,1,1,1,1,1,2,7,4,6
"1466",1532,83150,71,2,77,3,2,2,2,1,2,6,6,3,4
"1467",1533,83157,70,1,77,3,2,2,2,1,2,6,3,3,4
"1468",1534,83198,38,2,5,3,2,2,1,1,2,6,6,7,10
"1469",1535,83205,68,1,7,3,2,1,1,1,1,4,3,2,8
"1470",1536,83209,41,2,6,3,2,1,2,1,2,6,2,7,7
"1471",1537,83224,75,2,6,3,2,2,1,2,2,5,2,2,4
"1472",1538,83241,17,2,88,3,2,1,1,1,1,6,5,4,6
"1473",1539,83267,33,1,8,3,2,1,2,1,3,6,7,4,6
"1474",1540,83272,29,2,77,3,2,1,2,1,2,6,4,5,8
"1475",1541,83294,41,2,5,3,2,1,3,2,3,1,5,0,7
"1476",1542,83304,21,2,88,2,1,3,4,3,3,4,2,3,5
"1477",1543,83378,30,2,8,3,2,1,4,1,1,3,7,7,8
"1478",1544,83392,23,1,5,3,2,1,2,2,1,6,4,2,7
"1479",1545,83396,79,2,3,1,2,1,1,1,1,1,1,0,8
"1480",1546,83405,43,2,3,1,2,2,1,1,1,6,4,7,7
"1481",1547,83410,76,1,6,3,2,1,1,1,1,6,3,7,7
"1482",1548,83412,73,2,1,2,2,2,1,1,3,6,2,4,7
"1483",1549,83420,74,2,5,3,2,1,4,1,3,4,5,7,10
"1484",1550,83437,42,2,2,3,2,2,3,2,3,3,7,5,4
"1485",1551,83443,36,2,10,3,2,1,1,1,1,4,6,3,8
"1486",1552,83455,50,1,88,1,1,3,3,2,2,1,3,0,5
"1487",1553,83470,47,2,10,3,2,2,1,1,1,6,3,2,9
"1488",1554,83485,49,2,9,3,2,2,2,1,2,6,3,2,6
"1489",1555,83490,34,1,9,3,2,1,2,1,1,4,6,4,10
"1490",1556,83508,51,1,7,3,1,1,1,1,2,4,7,0,1
"1491",1557,83538,56,1,9,3,2,2,2,2,1,4,3,0,6
"1492",1558,83545,33,2,10,3,2,2,1,2,1,5,3,5,7
"1493",1559,83569,59,1,7,2,1,1,2,1,2,6,7,6,6
"1494",1560,83572,42,2,8,3,2,1,1,1,1,6,7,4,9
"1495",1561,83588,77,1,77,3,2,2,2,2,3,6,7,2,7
"1496",1562,83598,68,1,10,3,2,1,1,1,2,4,2,2,9
"1497",1563,83600,55,1,9,2,2,1,1,1,1,4,7,7,8
"1498",1564,83602,67,1,77,3,2,1,1,1,1,4,2,7,10
"1499",1565,83688,41,2,10,3,1,1,1,1,2,6,4,2,7
"1500",1566,83696,65,1,77,2,2,1,3,1,4,6,3,7,1
"1501",1567,83731,73,1,4,1,2,1,3,1,1,4,1,6,7
"1502",1568,83755,67,2,2,2,2,1,1,1,1,6,7,0,8
"1503",1569,83756,34,2,8,3,2,1,1,1,2,4,6,7,6
"1504",1570,83782,39,1,77,3,2,2,1,1,2,3,4,5,7
"1505",1571,83802,59,1,4,2,2,2,2,1,1,6,3,3,7
"1506",1572,83832,68,2,3,3,1,2,2,2,2,4,2,1,8
"1507",1573,83856,29,1,7,2,2,1,2,1,2,5,2,4,9
"1508",1574,83870,29,2,4,3,2,2,1,2,1,6,7,3,10
"1509",1575,83884,45,1,8,3,2,1,2,1,2,6,2,2,6
"1510",1576,83911,35,2,3,3,2,2,2,1,2,6,7,2,5
"1511",1577,83935,59,1,2,2,1,1,2,1,3,1,7,0,8
"1512",1578,83957,47,1,10,3,2,1,1,1,1,4,2,4,8
"1513",1579,83972,73,1,77,3,2,1,1,1,1,6,3,2,8
"1514",1580,83996,69,1,4,3,2,1,4,1,2,1,1,3,7
"1515",1581,84007,34,2,77,3,2,1,1,1,1,6,7,3,8
"1516",1582,84040,43,2,1,3,2,2,2,2,3,1,6,7,7
"1517",1583,84052,32,1,5,3,2,1,2,1,1,6,2,7,10
"1518",1584,84054,64,2,10,3,2,3,1,1,3,4,2,4,6
"1519",1585,84087,76,2,2,2,2,1,1,1,1,6,5,4,9
"1520",1586,84105,34,1,77,3,2,2,3,3,3,4,7,0,8
"1521",1588,84133,37,1,4,3,2,1,1,1,2,4,7,2,7
"1522",1589,84134,36,2,10,3,2,1,2,1,1,2,3,7,7
"1523",1590,84146,86,2,77,3,2,1,1,1,2,6,6,3,8
"1524",1591,84171,61,1,7,3,1,1,1,1,1,6,2,7,8
"1525",1592,84280,57,2,3,3,2,2,2,1,1,4,4,0,7
"1526",1593,84295,38,1,77,3,2,2,2,1,2,6,7,4,8
"1527",1594,84342,77,1,3,3,2,1,1,1,1,6,7,5,10
"1528",1595,84351,79,1,88,2,1,1,1,1,1,6,2,7,7
"1529",1596,84376,62,2,77,3,2,1,1,1,1,6,7,3,7
"1530",1597,84393,90,1,5,1,1,1,2,2,2,6,7,0,8
"1531",1598,84426,53,1,3,1,1,1,2,2,1,6,7,7,9
"1532",1599,84458,56,2,1,1,1,2,4,2,4,1,1,7,5
"1533",1600,84463,55,1,10,2,2,2,1,2,3,6,7,7,7
"1534",1601,84464,65,2,77,3,2,2,1,1,1,2,6,7,7
"1535",1602,84466,43,1,8,3,2,2,3,2,4,1,1,5,0
"1536",1603,84482,44,1,2,1,2,4,4,2,4,4,6,2,2
"1537",1604,84514,82,2,5,3,1,2,1,1,3,4,6,7,8
"1538",1605,84525,61,2,88,1,1,2,2,3,4,1,7,1,0
"1539",1606,84567,44,1,10,3,1,1,2,1,2,6,4,0,8
"1540",1607,84571,66,1,7,3,2,1,2,1,1,4,2,7,8
"1541",1608,84599,52,1,7,3,1,1,2,1,2,4,2,7,5
"1542",1609,84618,31,2,3,3,2,1,2,1,2,6,7,3,10
"1543",1610,84623,79,2,2,3,1,2,1,1,1,5,2,7,8
"1544",1611,84643,18,2,4,3,2,2,2,2,2,3,6,5,7
"1545",1612,84662,52,1,8,3,2,2,2,2,3,4,4,7,7
"1546",1613,84693,46,2,10,3,1,2,1,1,2,6,7,7,6
"1547",1614,84694,53,2,77,3,2,2,1,2,1,6,3,7,8
"1548",1615,84707,60,2,3,1,2,4,1,1,2,6,3,0,10
"1549",1616,84723,62,2,3,3,2,1,1,1,1,6,7,6,10
"1550",1617,84750,70,1,1,3,1,1,1,1,3,1,2,4,6
"1551",1618,84760,21,1,88,3,2,1,1,1,3,6,7,7,5
"1552",1619,84778,64,1,4,3,2,2,1,1,2,6,2,2,3
"1553",1620,84813,67,2,7,3,2,2,1,1,2,6,3,7,4
"1554",1621,84822,47,1,6,3,2,2,1,2,1,6,7,7,7
"1555",1622,84836,50,2,4,3,2,1,2,1,2,6,7,1,10
"1556",1623,84842,72,2,88,3,2,3,2,3,4,2,7,0,0
"1557",1624,84920,70,2,88,2,2,1,1,1,1,1,1,0,7
"1558",1625,84960,16,1,10,3,2,1,1,1,1,6,6,2,9
"1559",1626,84962,80,2,4,3,1,1,1,1,2,6,6,3,9
"1560",1627,85077,83,2,88,3,2,1,2,2,4,6,1,4,5
"1561",1628,85146,83,2,1,3,1,1,4,1,4,6,5,2,4
"1562",1629,85157,26,2,77,2,1,3,3,3,2,6,7,3,7
"1563",1630,85165,42,1,9,3,2,1,1,1,1,6,4,3,7
"1564",1631,85169,66,1,1,2,2,1,1,1,1,5,7,0,10
"1565",1632,85215,63,2,2,3,2,1,1,1,2,6,3,7,9
"1566",1633,85249,56,1,77,3,2,1,4,1,1,6,7,7,8
"1567",1634,85281,58,2,3,1,1,4,1,4,4,6,6,0,2
"1568",1635,85347,19,1,88,3,2,1,1,1,1,6,7,5,7
"1569",1637,85386,63,2,77,3,1,2,1,1,3,6,5,7,6
"1570",1638,85394,79,1,6,2,1,1,4,2,2,4,4,0,4
"1571",1639,85406,81,1,3,3,2,1,4,1,1,6,2,7,10
"1572",1640,85464,80,1,10,2,2,1,1,1,2,3,1,7,8
"1573",1641,85474,83,1,2,1,2,1,2,1,1,5,3,6,6
"1574",1642,85491,50,1,77,3,2,1,1,1,1,6,6,0,8
"1575",1643,85499,73,1,6,3,2,1,1,1,1,4,2,2,6
"1576",1644,85501,74,1,8,2,2,2,2,2,3,3,1,0,7
"1577",1645,85540,43,2,4,3,2,4,2,3,2,5,2,3,3
"1578",1646,85558,32,1,7,3,2,1,2,2,2,6,3,5,4
"1579",1647,85665,36,2,5,3,2,4,2,2,4,6,3,7,5
"1580",1648,85682,75,1,1,3,2,1,1,1,2,1,5,7,7
"1581",1649,85684,40,1,5,2,1,1,1,1,4,4,7,0,9
"1582",1651,85723,78,1,5,3,2,1,1,1,2,6,2,6,8
"1583",1652,85731,34,1,9,3,1,1,2,1,1,1,2,3,5
"1584",1653,85754,84,2,2,3,2,1,1,1,1,6,7,2,10
"1585",1654,85757,60,1,77,3,2,2,2,1,2,6,3,3,1
"1586",1655,85759,82,2,2,2,2,1,2,1,2,6,7,4,9
"1587",1656,85774,34,2,3,3,2,2,2,1,2,6,4,4,4
"1588",1658,85812,83,1,1,3,2,2,2,2,2,1,1,0,6
"1589",1659,85822,38,1,5,3,2,2,1,1,2,4,6,7,7
"1590",1660,85854,50,2,2,2,1,2,1,2,3,6,7,7,6
"1591",1661,85867,89,2,1,3,2,1,2,1,1,6,3,2,10
"1592",1662,85885,44,2,9,3,2,1,2,1,2,4,2,5,8
"1593",1663,85926,38,1,8,3,1,2,2,2,2,6,7,0,8
"1594",1664,85930,69,1,5,3,1,2,1,1,3,4,2,7,9
"1595",1665,85990,22,1,7,3,2,1,1,2,1,4,2,5,5
"1596",1667,86003,44,2,8,3,2,4,3,3,3,1,2,2,8
"1597",1669,86006,37,2,7,3,2,1,1,1,1,1,7,0,7
"1598",1670,86029,77,2,88,3,2,1,1,1,2,6,3,5,7
"1599",1671,86030,81,1,77,3,2,2,1,2,2,4,2,7,8
"1600",1672,86050,34,1,5,3,2,2,1,1,1,6,7,4,9
"1601",1673,86168,85,1,1,2,2,1,1,1,1,6,7,0,10
